radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
221120103,550,827,194,1571
221120104,534,740,115,1389
221120105,587,830,168,1585
221120106,686,928,229,1843
221120201,0,0,0,0
221120202,51,108,10,169
221120203,18,40,9,67
221120301,289,459,67,815
221120302,754,858,161,1773
221120303,28,57,20,105
221120304,23,43,12,78
221120305,47,62,14,123
221120306,169,348,54,571
221120401,211,419,40,670
221120402,302,364,83,749
221120403,144,224,43,411
221120404,251,274,73,598
221120405,33,83,7,123
221120406,37,77,26,140
221120407,516,703,101,1320
221120408,41,64,26,131
221120501,11,43,3,57
221120502,19,39,4,62
221120503,9,40,3,52
221120504,29,66,13,108
221120505,30,98,10,138
221120601,9,19,5,33
221120602,37,54,14,105
221120603,38,75,15,128
221120701,35,84,18,137
221120702,21,54,11,86
221120801,66,135,32,233
221120802,67,113,24,204
221120803,101,170,34,305
221120901,44,60,11,115
221120902,27,50,5,82
221120903,27,80,11,118
221121001,147,129,57,333
221121002,41,97,13,151
221121003,18,21,10,49
221190101,238,444,34,716
221190102,341,632,74,1047
221190103,452,721,94,1267
221190104,490,813,76,1379
221190105,280,489,56,825
221190106,421,751,70,1242
221190107,442,622,93,1157
221190108,409,549,71,1029
221190201,202,333,53,588
221190202,255,386,85,726
221190203,68,201,40,309
221190204,121,173,24,318
221190205,188,334,62,584
221190206,57,119,16,192
221190207,29,45,2,76
221190208,36,66,9,111
221190301,22,83,14,119
221190302,3,19,7,29
221190303,9,40,8,57
221260101,449,580,66,1095
221260102,198,384,23,605
221260103,150,306,13,469
221260104,244,508,47,799
221260105,229,410,24,663
221260201,15,45,9,69
221260202,109,198,15,322
221260203,37,89,16,142
221260204,62,86,11,159
221260301,328,468,63,859
221260302,36,112,10,158
221260303,82,194,17,293
221260304,211,330,15,556
221260305,396,451,33,880
221260306,28,44,2,74
221260307,16,32,5,53
221260308,14,40,6,60
221260309,12,21,0,33
221260310,14,40,4,58
221260311,45,104,11,160
221260312,304,411,32,747
221260313,236,332,14,582
221260314,326,552,40,918
221260315,7,22,1,30
221330101,297,435,59,791
221330102,310,605,51,966
221330103,396,668,57,1121
221330104,370,676,55,1101
221330105,119,338,8,465
221330106,329,681,34,1044
221330107,130,336,13,479
221330108,659,967,221,1847
221330109,529,784,104,1417
221330110,231,366,52,649
221330111,408,570,65,1043
221330112,253,435,52,740
221330113,214,343,64,621
221330114,621,760,156,1537
221330115,510,727,61,1298
221330116,143,358,15,516
221330117,206,281,23,510
221330118,291,487,46,824
221330119,368,574,104,1046
221330120,285,486,30,801
221330201,56,97,35,188
221330202,156,216,43,415
221330203,161,260,43,464
221330204,24,60,9,93
221330205,119,165,38,322
221330206,132,156,47,335
221330207,373,379,67,819
221330208,85,105,25,215
221330301,99,189,20,308
221330302,170,222,39,431
221330303,78,152,12,242
221330304,92,151,27,270
221330305,63,124,22,209
221330306,35,93,16,144
221330307,34,92,11,137
221330308,87,143,29,259
221330309,147,204,45,396
221330401,124,199,28,351
221330402,68,144,33,245
221330403,25,89,21,135
221330404,61,128,13,202
221330405,76,169,47,292
221330406,38,89,3,130
221330407,7,6,4,17
221330408,74,117,28,219
221330409,3,7,2,12
221330410,6,14,4,24
221330411,129,225,42,396
221330412,619,759,141,1519
221330413,516,609,67,1192
221330414,266,423,43,732
221330415,176,254,103,533
221330501,34,86,29,149
221330502,429,582,180,1191
221330503,67,114,43,224
221330504,31,57,10,98
221330505,60,124,33,217
221330506,5,27,2,34
221330507,25,38,4,67
221330508,24,37,12,73
221400101,166,314,32,512
221400102,657,843,192,1692
221400103,159,331,11,501
221400104,252,624,15,891
221400105,241,485,23,749
221400106,458,624,103,1185
221400107,418,734,101,1253
221400108,89,259,18,366
221400109,371,644,38,1053
221400110,263,413,26,702
221400111,398,804,57,1259
221400112,300,555,24,879
221400113,327,492,69,888
221400114,106,224,19,349
221400115,235,471,34,740
221400116,242,434,64,740
221400117,376,503,46,925
221400118,260,461,26,747
221400201,239,450,2,691
221400202,168,515,9,692
221400203,285,613,24,922
221400204,373,742,52,1167
221400205,215,442,17,674
221400206,401,724,42,1167
221400207,501,686,85,1272
221400208,396,690,42,1128
221400209,241,478,21,740
221400210,334,751,49,1134
221400211,381,516,38,935
221400301,174,409,4,587
221400302,150,407,2,559
221400303,205,497,4,706
221400304,190,440,2,632
221400305,214,474,1,689
221400306,178,418,5,601
221400307,172,387,1,560
221400308,235,479,8,722
221400309,281,538,21,840
221400310,185,434,2,621
221400311,255,502,23,780
221400312,366,787,70,1223
221400313,527,826,93,1446
221400401,104,250,2,356
221400402,147,375,6,528
221400403,149,367,5,521
221400404,228,391,2,621
221400405,215,469,5,689
221400406,162,428,7,597
221400407,203,479,9,691
221400408,146,476,14,636
221400409,247,573,13,833
221400410,199,459,5,663
221400411,325,604,28,957
221400412,299,625,25,949
221400413,126,314,5,445
221400414,279,576,19,874
221400415,157,275,8,440
221400416,186,387,13,586
221400417,71,127,8,206
221400418,142,296,3,441
221400501,223,443,7,673
221400502,251,617,21,889
221400503,220,406,6,632
221400504,222,463,19,704
221400505,511,882,39,1432
221400506,259,570,24,853
221400507,367,542,30,939
221400508,494,688,70,1252
221400509,207,468,31,706
221400510,284,513,32,829
221400511,306,493,41,840
221400512,448,568,63,1079
221400513,502,656,81,1239
221400514,375,495,64,934
221400601,539,776,79,1394
221400602,214,502,12,728
221400603,230,600,5,835
221400604,256,460,9,725
221400605,393,673,43,1109
221400606,483,838,47,1368
221400607,202,473,25,700
221400608,534,969,41,1544
221400609,438,916,28,1382
221400610,424,804,31,1259
221400611,407,578,19,1004
221400612,252,360,28,640
221400701,232,505,2,739
221400702,344,658,41,1043
221400703,289,602,19,910
221400704,275,520,36,831
221400705,216,551,23,790
221400706,298,756,35,1089
221400707,198,441,17,656
221400708,248,604,46,898
221400709,252,497,46,795
221400710,274,522,43,839
221400711,235,488,33,756
221400712,212,436,22,670
221400713,183,361,16,560
221400714,384,663,54,1101
221400715,199,400,9,608
221400716,333,601,35,969
221400717,176,346,26,548
221400718,355,669,44,1068
221400719,289,491,29,809
221400720,250,495,35,780
221400721,313,525,53,891
221400722,2,20,2,24
221400723,404,566,37,1007
221400724,384,760,60,1204
221400725,282,517,17,816
221400726,300,553,23,876
221400727,386,664,64,1114
221400728,272,453,24,749
221400729,179,318,23,520
221400801,184,369,6,559
221400802,242,499,6,747
221400803,243,629,30,902
221400804,108,214,4,326
221400805,183,381,6,570
221400806,228,249,4,481
221400807,212,439,3,654
221400808,229,503,4,736
221400809,178,136,1,315
221400810,348,567,46,961
221400811,332,524,30,886
221400812,179,212,1,392
221400813,184,403,1,588
221400814,263,500,7,770
221400815,254,358,6,618
221400816,91,238,2,331
221400817,211,202,2,415
221400818,171,98,2,271
221400901,280,339,4,623
221400902,686,806,63,1555
221400903,775,697,25,1497
221400904,384,646,29,1059
221400905,374,416,18,808
221400906,407,729,27,1163
221400907,390,540,56,986
221400908,293,595,39,927
221400909,315,612,35,962
221400910,440,789,28,1257
221400911,300,490,18,808
221400912,174,443,17,634
221400913,449,704,21,1174
221400914,543,656,7,1206
221400915,433,699,8,1140
221400916,475,426,22,923
221400917,320,525,45,890
221400918,285,558,24,867
221401001,374,659,27,1060
221401002,224,402,22,648
221401003,343,624,36,1003
221401004,419,789,43,1251
221401005,344,573,23,940
221401006,395,744,39,1178
221401007,485,709,85,1279
221401008,349,498,30,877
221401009,535,815,71,1421
221401010,302,510,21,833
221401011,399,505,16,920
221401012,266,526,30,822
221401013,326,477,14,817
221401014,358,547,38,943
221401015,356,519,52,927
221401017,478,520,57,1055
221401018,410,478,64,952
221401019,279,427,33,739
221401020,483,641,57,1181
221401021,321,402,57,780
221401022,354,445,66,865
221401101,218,339,3,560
221401102,257,351,7,615
221401103,268,377,7,652
221401104,388,735,17,1140
221401105,221,418,7,646
221401106,214,447,16,677
221401107,231,424,12,667
221401108,206,354,2,562
221401109,196,364,18,578
221401110,183,413,3,599
221401111,386,599,21,1006
221401112,228,436,3,667
221401113,145,360,15,520
221401114,227,390,12,629
221401115,273,321,3,597
221401201,106,311,2,419
221401202,157,362,0,519
221401203,133,393,0,526
221401204,207,408,9,624
221401205,219,382,2,603
221401206,195,452,8,655
221401207,220,436,2,658
221401208,245,616,10,871
221401209,156,320,5,481
221401210,305,629,8,942
221401211,366,703,13,1082
221401212,150,415,9,574
221401213,379,743,25,1147
221401214,236,458,10,704
221401215,563,861,43,1467
221401216,95,260,2,357
221401217,568,688,31,1287
221401301,199,394,9,602
221401302,213,496,8,717
221401303,202,468,6,676
221401304,210,507,12,729
221401305,287,613,26,926
221401306,192,389,21,602
221401307,245,561,15,821
221401308,391,836,25,1252
221401309,160,333,13,506
221401310,222,360,14,596
221401311,233,476,29,738
221401312,217,403,15,635
221401313,278,582,29,889
221401314,243,443,33,719
221401315,42,116,3,161
221401401,113,362,4,479
221401402,214,448,11,673
221401403,301,604,15,920
221401404,259,573,5,837
221401405,205,455,11,671
221401406,316,813,18,1147
221401407,230,527,13,770
221401408,207,489,13,709
221401409,171,413,18,602
221401410,218,361,9,588
221401411,289,570,27,886
221401412,112,222,6,340
221401413,152,376,10,538
221401501,230,682,21,933
221401502,318,553,15,886
221401503,248,560,17,825
221401504,216,593,15,824
221401505,215,374,4,593
221401506,337,814,28,1179
221401507,278,662,17,957
221401508,251,582,22,855
221401509,228,377,16,621
221401510,334,758,28,1120
221401601,405,522,45,972
221401602,114,228,7,349
221401603,205,458,19,682
221401604,362,686,46,1094
221401605,317,601,32,950
221401606,284,679,37,1000
221401607,142,403,18,563
221401608,247,393,30,670
221401609,510,798,48,1356
221401610,337,551,18,906
221401611,167,224,10,401
221401612,294,421,15,730
221401613,169,322,18,509
221401614,159,306,13,478
221401615,180,434,12,626
221401616,362,579,33,974
221401617,312,466,57,835
221401618,459,604,24,1087
221401619,375,497,26,898
221401620,382,476,59,917
221401621,449,548,36,1033
221401622,47,111,2,160
221401623,101,171,9,281
221401624,65,127,4,196
221401625,234,352,27,613
221401701,208,290,51,549
221401702,308,587,55,950
221401703,474,772,58,1304
221401704,256,547,35,838
221401705,426,682,107,1215
221401706,535,765,84,1384
221401707,327,501,37,865
221401708,316,414,91,821
221401709,193,408,11,612
221401710,284,438,39,761
221401801,307,495,44,846
221401802,460,691,68,1219
221401803,268,559,50,877
221401804,362,564,47,973
221401805,286,474,37,797
221401806,424,654,74,1152
221401807,374,718,33,1125
221401808,270,598,24,892
221401809,305,506,28,839
221401810,346,573,44,963
221401811,350,523,46,919
221401812,210,439,19,668
221401813,257,502,25,784
221401814,243,533,21,797
221401815,264,455,28,747
221401816,663,891,88,1642
221401817,211,334,32,577
221401818,0,13,4,17
221401819,444,530,54,1028
221401820,240,548,21,809
221401821,253,413,33,699
221401901,441,828,33,1302
221401902,70,174,6,250
221401903,217,437,17,671
221401904,402,764,42,1208
221401905,191,324,9,524
221401906,213,485,18,716
221401907,388,699,31,1118
221401908,231,404,33,668
221401909,231,457,16,704
221401910,177,338,8,523
221401911,171,473,8,652
221401912,253,499,19,771
221401913,269,468,32,769
221401914,206,416,29,651
221401915,197,433,20,650
221401916,283,433,33,749
221402001,224,504,11,739
221402002,302,698,27,1027
221402003,169,420,13,602
221402004,315,617,36,968
221402005,523,792,81,1396
221402006,468,696,86,1250
221402007,338,558,39,935
221402008,288,535,31,854
221402009,287,637,28,952
221402010,254,439,22,715
221402011,257,403,18,678
221402101,377,728,40,1145
221402102,305,587,35,927
221402103,331,540,42,913
221402104,159,291,21,471
221402105,493,787,40,1320
221402106,760,1023,62,1845
221402107,111,135,23,269
221402108,369,529,46,944
221402109,87,81,8,176
221402201,18,43,4,65
221402202,14,64,7,85
221402203,72,107,21,200
221402204,9,26,5,40
221402205,52,82,9,143
221402206,27,73,12,112
221402301,5,10,1,16
221402302,4,3,2,9
221402303,8,37,3,48
221402304,126,274,31,431
221402305,9,39,1,49
221402401,220,357,58,635
221402402,16,17,1,34
221402403,17,54,4,75
221402404,267,523,41,831
221402405,34,113,14,161
221402406,124,164,30,318
221402407,0,2,0,2
221402408,5,13,3,21
221402409,72,132,10,214
221402410,100,185,16,301
221402411,268,354,47,669
221402501,617,635,58,1310
221402502,415,550,67,1032
221402503,586,853,80,1519
221402504,523,695,11,1229
221402505,728,1012,59,1799
221402506,242,519,82,843
221402507,78,149,24,251
221402508,600,710,49,1359
221402509,459,528,87,1074
221402510,466,673,83,1222
221402511,652,850,136,1638
221402512,472,685,137,1294
221402513,169,316,23,508
221402514,89,153,12,254
221402515,158,241,15,414
221402516,262,332,60,654
221402517,135,210,14,359
221402518,341,462,26,829
221402601,281,453,73,807
221402602,505,588,65,1158
221402603,386,704,39,1129
221402604,317,580,37,934
221402605,375,524,36,935
221402606,339,519,27,885
221402607,503,697,123,1323
221402608,523,729,63,1315
221402609,229,290,53,572
221402701,446,628,24,1098
221402702,452,648,10,1110
221402703,404,509,63,976
221402704,525,664,55,1244
221402705,416,737,71,1224
221402706,386,541,41,968
221402707,651,899,97,1647
221402708,379,644,66,1089
221402709,368,534,53,955
221402710,215,373,12,600
221402711,416,650,82,1148
221402712,295,500,22,817
221402713,343,485,43,871
221402714,729,982,72,1783
221402715,396,748,27,1171
221402716,538,881,61,1480
221402717,508,749,27,1284
221402718,513,675,22,1210
221402719,533,774,67,1374
221402720,275,422,83,780
221402721,317,438,52,807
221402722,247,535,103,885
221402723,294,397,54,745
221402724,196,261,42,499
221402725,193,335,60,588
221402726,314,401,49,764
221402801,476,631,29,1136
221402802,449,636,23,1108
221402803,254,445,22,721
221402804,309,592,17,918
221402805,603,827,20,1450
221402806,238,367,52,657
221402807,306,268,27,601
221402808,812,870,68,1750
221402809,346,537,27,910
221402810,440,656,41,1137
221402811,445,591,50,1086
221402901,232,369,28,629
221402902,283,390,49,722
221402903,349,461,38,848
221402904,468,536,13,1017
221402905,356,500,54,910
221402906,428,1020,48,1496
221402907,174,209,29,412
221402908,416,637,29,1082
221402909,431,749,31,1211
221402910,618,867,18,1503
221402911,467,698,26,1191
221402912,181,388,12,581
221402913,418,433,15,866
221402914,419,473,67,959
221402915,524,495,36,1055
221402916,304,342,56,702
221402919,204,324,67,595
221402920,309,414,53,776
221403001,300,493,52,845
221403002,253,460,52,765
221403003,611,722,120,1453
221403004,356,487,29,872
221403005,720,827,59,1606
221403006,202,317,25,544
221403007,524,714,88,1326
221403008,147,235,27,409
221403009,471,711,79,1261
221403010,227,268,18,513
221403011,370,510,81,961
221403012,314,413,12,739
221403013,207,239,37,483
221470101,77,122,34,233
221470102,12,40,11,63
221470103,37,85,14,136
221470104,46,152,12,210
221470105,87,270,45,402
221470106,116,284,49,449
221470107,42,93,10,145
221470108,32,92,11,135
221470201,462,679,116,1257
221470202,192,344,32,568
221470203,404,540,48,992
221470204,221,364,58,643
221470205,145,317,20,482
221470206,397,574,96,1067
221470301,547,686,210,1443
221470302,41,93,17,151
221470303,102,211,61,374
221470304,28,88,4,120
221470305,736,826,227,1789
221470306,558,618,163,1339
221470307,104,175,41,320
221470401,401,516,43,960
221470402,126,158,24,308
221470403,29,105,14,148
221470404,17,74,12,103
221540101,469,650,80,1199
221540102,349,463,93,905
221540103,110,211,54,375
221540104,196,260,42,498
221540105,396,593,71,1060
221540106,191,219,53,463
221540201,420,520,66,1006
221540202,425,655,73,1153
221540203,23,72,15,110
221540204,165,268,83,516
221540205,31,74,9,114
221540206,414,518,46,978
221540301,324,448,49,821
221540302,576,659,70,1305
221540303,105,194,43,342
221540304,98,121,15,234
221540305,187,237,38,462
