radio,1 Urbano,2 Rural agrupado,3 Rural disperso,TOTAL
780211201,392,0,0,392
780211202,213,0,0,213
780211203,237,0,0,237
780211204,297,0,0,297
780211205,462,0,0,462
780211206,198,0,0,198
780211207,386,0,0,386
780211208,388,0,0,388
780211209,373,0,0,373
780211210,460,0,0,460
780211211,258,0,0,258
780211212,446,0,0,446
780211213,207,0,0,207
780211214,265,0,0,265
780211215,233,0,0,233
780211216,269,0,0,269
780211217,233,0,0,233
780211218,245,0,0,245
780211219,228,0,0,228
780211220,420,0,0,420
780211221,584,0,0,584
780211301,386,0,0,386
780211302,273,0,0,273
780211303,179,0,0,179
780211304,560,0,0,560
780211305,521,0,0,521
780211306,591,0,0,591
780211307,511,0,0,511
780211308,489,0,0,489
780211309,362,0,0,362
780211310,359,0,0,359
780211311,271,0,0,271
780211312,652,0,0,652
780211313,255,0,0,255
780211314,262,0,0,262
780211315,459,0,0,459
780211316,87,0,0,87
780211317,575,0,0,575
780211318,269,0,0,269
780211319,148,0,0,148
780211320,658,0,0,658
780211321,376,0,0,376
780211322,385,0,0,385
780211401,387,0,0,387
780211402,359,0,0,359
780211403,286,0,0,286
780211404,234,0,0,234
780211405,224,0,0,224
780211406,398,0,0,398
780211407,444,0,0,444
780211408,352,0,0,352
780211409,318,0,0,318
780211410,345,0,0,345
780211411,209,0,0,209
780211412,244,0,0,244
780211413,170,0,0,170
780211414,442,0,0,442
780211415,329,0,0,329
780280101,0,0,20,20
780280102,0,0,28,28
780280103,0,565,0,565
780280201,0,0,14,14
780280301,0,0,27,27
780280401,0,0,40,40
780280402,0,111,0,111
780280501,0,0,26,26
780280502,0,0,27,27
780280503,686,0,0,686
780280504,845,0,0,845
780280505,166,0,0,166
780280506,162,0,0,162
780280507,9,0,0,9
780280508,53,0,0,53
780280509,55,0,0,55
780280510,454,0,0,454
780280511,54,0,0,54
780280512,56,0,0,56
780280513,729,0,0,729
780280514,498,0,0,498
780280601,0,0,42,42
780280701,287,0,0,287
780280702,380,0,0,380
780280703,442,0,0,442
780280704,604,0,0,604
780280705,284,0,0,284
780280706,337,0,0,337
780350101,0,0,31,31
780350102,0,0,31,31
780350201,0,0,43,43
780350301,0,0,45,45
780350401,0,0,54,54
780350402,347,0,0,347
780350403,531,0,0,531
780350404,433,0,0,433
780350501,0,0,13,13
780350601,234,0,0,234
780350602,526,0,0,526
780350603,503,0,0,503
780350604,319,0,0,319
780350605,147,0,0,147
780420101,0,0,48,48
780420201,0,0,28,28
780420202,0,0,225,225
780420203,146,0,0,146
780420301,388,0,0,388
780420302,509,0,0,509
780420303,156,0,0,156
780420304,432,0,0,432
780420305,492,0,0,492
780420306,626,0,0,626
780420307,370,0,0,370
780490101,0,0,82,82
780490102,0,17,0,17
780490103,0,160,0,160
780490201,0,0,64,64
780490301,0,0,51,51
780490401,0,0,28,28
780490501,585,0,0,585
780490502,533,0,0,533
780490503,383,0,0,383
820070101,0,0,115,115
820070102,2,0,178,180
820070103,0,451,0,451
820070104,0,0,134,134
820070201,351,0,0,351
820070202,394,0,0,394
820070203,341,0,0,341
820070204,362,0,0,362
820070205,340,0,0,340
820070206,305,0,0,305
820070207,278,0,0,278
820070208,523,0,0,523
820070209,1,0,172,173
820070210,233,0,0,233
820070211,371,0,0,371
820070212,0,0,215,215
820070213,283,0,0,283
820070214,260,0,0,260
820070215,251,0,0,251
820070216,284,0,0,284
820070217,275,0,0,275
820070301,319,0,0,319
820070302,433,0,0,433
820070303,502,0,0,502
820070304,433,0,0,433
820070305,350,0,0,350
820070306,364,0,0,364
820070307,9,0,138,147
820070308,292,0,0,292
820070309,0,0,138,138
820070310,559,0,0,559
820070311,382,0,0,382
820070312,494,0,0,494
820070313,292,0,0,292
820070314,255,0,0,255
820070315,381,0,0,381
820070401,286,0,0,286
820070402,243,0,0,243
820070403,365,0,0,365
820070404,291,0,0,291
820070405,319,0,0,319
820070406,309,0,0,309
820070407,405,0,0,405
820070408,356,0,0,356
820070409,463,0,0,463
820070410,277,0,0,277
820070411,266,0,0,266
820070412,417,0,0,417
820070413,316,0,0,316
820070414,337,0,0,337
820140101,486,0,0,486
820140102,474,0,0,474
820140103,301,0,0,301
820140104,269,0,0,269
820140105,348,0,0,348
820140106,402,0,0,402
820140107,0,350,0,350
820140108,299,0,0,299
820140109,506,0,0,506
820140110,487,0,0,487
820140111,375,0,0,375
820140112,465,0,0,465
820140113,327,0,0,327
820140114,418,0,0,418
820140115,506,0,0,506
820140116,263,0,0,263
820140117,0,307,0,307
820140118,0,0,36,36
820140119,0,0,40,40
820140120,0,0,46,46
820140121,0,0,82,82
820140122,0,0,53,53
820140123,0,0,39,39
820140124,0,0,70,70
820140125,0,0,92,92
820140126,21,0,110,131
820140127,1,0,79,80
820140128,37,0,78,115
820140129,0,52,0,52
820140130,302,0,0,302
820140201,26,0,95,121
820140202,11,0,58,69
820140203,329,0,0,329
820140204,522,0,0,522
820140205,337,0,0,337
820140206,357,0,0,357
820140207,361,0,0,361
820140208,314,0,0,314
820140209,259,0,0,259
820140210,428,0,0,428
820140211,313,0,0,313
820140212,214,0,0,214
820140213,239,0,0,239
820140214,262,0,0,262
820140215,213,0,0,213
820140216,245,0,0,245
820140217,271,0,0,271
820140218,434,0,0,434
820140219,308,0,0,308
820140301,246,0,0,246
820140302,305,0,0,305
820140303,492,0,0,492
820140304,241,0,0,241
820140305,312,0,0,312
820140306,113,0,0,113
820140307,489,0,0,489
820140308,276,0,0,276
820140309,306,0,0,306
820140310,332,0,0,332
820140311,387,0,0,387
820140312,0,0,84,84
820140401,0,323,0,323
820140402,0,358,0,358
820140403,363,0,0,363
820140404,365,0,0,365
820140405,366,0,0,366
820140406,441,0,0,441
820140407,307,0,0,307
820140408,358,0,0,358
820140409,255,0,0,255
820140410,290,0,0,290
820140411,368,0,0,368
820140412,337,0,0,337
820140413,0,0,62,62
820140414,0,0,52,52
820140415,71,0,80,151
820140416,15,0,122,137
820140417,0,0,107,107
820140418,42,0,114,156
820140419,384,0,0,384
820140420,294,0,0,294
820140501,0,0,64,64
820140502,25,0,140,165
820140503,458,0,0,458
820140504,450,0,0,450
820140505,29,0,212,241
820140506,413,0,0,413
820140507,333,0,0,333
820140508,385,0,0,385
820140509,252,0,0,252
820140510,388,0,0,388
820140511,353,0,0,353
820140512,0,0,61,61
820140513,0,261,0,261
820140514,0,383,0,383
820140515,0,0,33,33
820140516,13,0,82,95
820140517,409,0,0,409
820140518,242,0,0,242
820140519,310,0,0,310
820140520,0,0,33,33
820140521,0,0,19,19
820140522,0,0,28,28
820140523,0,286,0,286
820140524,0,214,0,214
820140601,782,0,0,782
820140602,498,0,0,498
820140603,262,0,0,262
820140604,393,0,0,393
820140605,530,0,0,530
820140606,312,0,0,312
820140607,465,0,0,465
820140608,418,0,0,418
820140609,439,0,0,439
820140610,47,0,0,47
820140611,0,0,83,83
820149001,0,0,90,90
820210101,0,62,0,62
820210102,0,0,47,47
820210103,530,0,0,530
820210104,371,0,0,371
820210105,277,0,0,277
820210106,385,0,0,385
820210107,328,0,0,328
820210108,0,0,204,204
820210109,0,36,0,36
820210110,0,423,0,423
820210111,0,0,103,103
820210112,0,0,178,178
820210113,0,65,0,65
820210114,0,0,63,63
820210115,0,257,0,257
820210116,0,0,129,129
820210117,0,0,103,103
820210118,0,217,0,217
820210119,0,556,0,556
820210120,0,0,90,90
820210121,0,0,74,74
820210122,0,0,63,63
820210123,0,103,0,103
820210124,509,0,0,509
820210125,0,30,0,30
820210126,4,0,86,90
820210127,0,0,49,49
820210128,0,0,116,116
820210129,0,0,44,44
820210130,0,0,72,72
820210131,0,0,99,99
820210132,0,0,123,123
820210133,0,413,0,413
820210134,419,0,0,419
820210201,430,0,0,430
820210202,398,0,0,398
820210203,396,0,0,396
820210204,467,0,0,467
820210205,435,0,0,435
820210206,334,0,0,334
820210207,392,0,0,392
820210208,408,0,0,408
820210209,464,0,0,464
820210210,393,0,0,393
820210211,309,0,0,309
820210212,289,0,272,561
820210213,230,0,0,230
820210214,346,0,0,346
820210215,668,0,0,668
820210216,352,0,0,352
820210217,463,0,0,463
820210218,379,0,0,379
820210301,0,24,0,24
820210302,0,577,0,577
820210303,0,0,92,92
820210304,0,118,0,118
820210305,0,506,0,506
820210306,0,0,122,122
820210307,0,72,0,72
820210308,0,100,0,100
820210309,0,21,0,21
820210310,0,0,199,199
820210311,0,342,0,342
820210312,0,47,0,47
820210313,0,444,0,444
820210314,0,0,174,174
820210315,0,76,0,76
820210316,0,32,0,32
820210317,442,0,0,442
820210318,426,0,0,426
820210319,0,0,142,142
820210320,0,114,0,114
820210321,0,459,0,459
820210322,0,21,149,170
820210323,0,0,67,67
820210324,0,0,64,64
820210325,0,0,76,76
820210326,0,0,64,64
820210327,0,157,115,272
820210328,0,0,88,88
820210329,0,0,77,77
820210330,0,0,73,73
820210331,0,3,96,99
820210332,0,106,0,106
820210333,0,167,0,167
820210401,500,0,0,500
820210402,312,0,0,312
820210403,221,0,0,221
820210404,375,0,0,375
820210405,256,0,0,256
820210406,467,0,0,467
820210407,154,0,0,154
820210408,409,0,0,409
820210409,377,0,0,377
820210410,237,0,0,237
820210411,347,0,0,347
820210412,279,0,0,279
820210413,319,0,0,319
820210414,352,0,0,352
820210415,379,0,0,379
820210416,600,0,194,794
820210417,395,0,0,395
820210418,442,0,0,442
820210419,404,0,0,404
820210420,260,0,0,260
820210421,217,0,0,217
820210422,867,0,0,867
820210501,246,0,0,246
820210502,290,0,0,290
820210503,361,0,0,361
820210504,275,0,0,275
820210505,501,0,0,501
820210506,365,0,0,365
820210507,243,0,0,243
820210508,397,0,0,397
820210509,342,0,0,342
820210510,294,0,0,294
820210511,327,0,0,327
820210512,343,0,0,343
820210513,518,0,0,518
820210514,454,0,0,454
820210601,337,0,0,337
820210602,405,0,0,405
820210603,421,0,0,421
820210604,341,0,0,341
820210605,391,0,0,391
820210606,381,0,0,381
820210607,510,0,0,510
820210608,413,0,0,413
820210609,443,0,0,443
820210610,575,0,0,575
820210611,355,0,0,355
820210612,440,0,0,440
820210613,299,0,0,299
820210614,403,0,0,403
820210615,200,0,0,200
820210616,1069,0,0,1069
820210617,282,0,0,282
820210618,471,0,0,471
820210619,434,0,0,434
820210620,442,0,0,442
820210701,0,283,0,283
820210702,418,0,134,552
820210703,0,74,0,74
820210704,0,0,116,116
820210705,0,0,63,63
820210706,0,253,0,253
820210707,0,299,0,299
820210708,0,0,9,9
820210709,0,0,61,61
820210710,0,272,0,272
820210711,0,0,106,106
820210712,0,374,0,374
820210713,0,256,0,256
820210714,0,0,89,89
820210715,0,0,48,48
820210716,0,23,0,23
820210717,458,0,0,458
820210718,356,0,0,356
820210719,236,0,0,236
820210720,313,0,0,313
820210721,247,0,0,247
820210722,580,0,0,580
820210723,0,9,0,9
820210724,277,0,0,277
820210725,198,0,0,198
820210726,322,0,0,322
820210801,286,0,0,286
820210802,419,0,0,419
820210803,325,0,0,325
820210804,394,0,0,394
820210805,333,0,0,333
820210806,225,0,0,225
820210807,406,0,0,406
820210808,303,0,0,303
820210809,323,0,0,323
820210810,374,0,0,374
820210811,403,0,0,403
820210812,240,0,0,240
820210813,278,0,0,278
820210814,380,0,0,380
820210815,281,0,0,281
820210901,503,0,0,503
820210902,403,0,0,403
820210903,404,0,0,404
820210904,589,0,0,589
820210905,262,0,0,262
820210906,296,0,0,296
820210907,408,0,0,408
820210908,86,0,0,86
820210909,307,0,0,307
820210910,211,0,0,211
820210911,384,0,0,384
820210912,419,0,0,419
820210913,272,0,0,272
820210914,311,0,0,311
820211001,0,0,98,98
820211002,0,226,0,226
820211003,0,0,82,82
820211004,0,58,0,58
820211005,2,0,69,71
820211006,507,0,0,507
820211007,420,0,0,420
820211008,465,0,0,465
820211009,480,0,0,480
820211010,0,0,15,15
820211011,0,0,97,97
820211012,0,89,0,89
820211013,293,0,216,509
820211014,379,0,0,379
820211015,443,0,0,443
820211016,314,0,0,314
820211017,406,0,0,406
820211018,339,0,0,339
820280101,596,0,0,596
820280102,270,0,0,270
820280103,253,0,0,253
820280104,503,0,0,503
820280105,648,0,0,648
820280106,0,0,106,106
820280107,131,0,160,291
820280108,247,0,0,247
820280109,242,0,0,242
820280110,68,0,83,151
820280111,10,0,99,109
820280112,402,0,0,402
820280113,441,0,0,441
820280114,364,0,0,364
820280115,0,0,92,92
820280116,0,0,105,105
820280117,0,395,0,395
820280118,0,0,37,37
820280119,0,0,78,78
820280120,192,0,0,192
820280121,258,0,0,258
820280122,301,0,0,301
820280123,239,0,0,239
820280124,253,0,0,253
820280201,0,630,0,630
820280202,0,0,70,70
820280203,0,181,0,181
820280204,371,0,0,371
820280205,507,0,0,507
820280206,0,0,96,96
820280207,0,337,0,337
820280208,0,70,60,130
820280209,0,144,0,144
820280210,0,37,0,37
820280211,382,0,0,382
820280212,305,0,0,305
820280213,0,0,59,59
820280214,0,258,0,258
820280215,0,0,54,54
820280216,0,276,0,276
820280217,0,0,63,63
820280218,0,0,27,27
820280219,0,0,18,18
820280220,310,0,0,310
820280221,329,0,0,329
820280301,254,0,0,254
820280302,353,0,0,353
820280303,364,0,0,364
820280304,362,0,0,362
820280305,269,0,0,269
820280306,375,0,109,484
820280307,406,0,0,406
820280308,390,0,0,390
820280309,740,0,0,740
820280310,0,0,92,92
820280311,0,314,0,314
820280312,0,140,0,140
820280313,0,175,0,175
820280314,0,215,0,215
820280315,0,0,84,84
820280316,0,277,0,277
820280317,0,0,71,71
820280318,355,0,0,355
820280319,165,0,0,165
820280320,0,271,0,271
820280321,0,267,0,267
820280322,217,0,0,217
820280323,0,0,85,85
820280324,236,0,95,331
820280325,0,0,54,54
820280326,538,0,0,538
820280327,0,137,0,137
820280401,400,0,0,400
820280402,302,0,0,302
820280403,394,0,0,394
820280404,391,0,0,391
820280405,372,0,0,372
820280406,288,0,0,288
820280407,365,0,0,365
820280408,290,0,0,290
820280409,365,0,0,365
820280410,508,0,0,508
820280411,325,0,0,325
820280412,362,0,0,362
820280413,412,0,0,412
820280414,410,0,0,410
820280415,309,0,0,309
820280501,175,0,0,175
820280502,262,0,0,262
820280503,303,0,0,303
820280504,317,0,0,317
820280505,497,0,0,497
820280506,552,0,0,552
820280507,320,0,0,320
820280508,444,0,0,444
820280509,366,0,0,366
820280510,237,0,0,237
820280511,491,0,0,491
820280512,505,0,0,505
820280513,419,0,0,419
820280514,352,0,0,352
820280515,381,0,0,381
820280516,258,0,0,258
820280517,393,0,0,393
820289201,15,0,82,97
820350101,0,0,139,139
820350102,0,0,308,308
820350103,0,0,126,126
820350104,0,0,30,30
820350105,0,0,26,26
820350106,0,0,278,278
820350107,0,0,41,41
820350108,13,0,94,107
820350109,0,0,89,89
820350110,0,0,186,186
820350111,436,0,0,436
820350112,277,0,0,277
820350113,396,0,0,396
820350114,404,0,0,404
820350115,0,0,38,38
820350116,0,256,0,256
820350117,300,0,0,300
820350201,0,0,19,19
820350202,435,0,380,815
820350203,0,0,39,39
820350204,0,0,38,38
820350205,0,0,75,75
820350206,0,0,162,162
820350207,89,0,197,286
820350208,0,0,116,116
820350209,0,455,91,546
820350210,446,0,0,446
820350211,651,0,0,651
820350212,442,0,0,442
820350213,339,0,0,339
820420101,0,0,115,115
820420102,0,264,0,264
820420103,0,313,0,313
820420104,0,147,0,147
820420105,0,0,53,53
820420106,12,0,85,97
820420107,341,0,0,341
820420108,442,0,0,442
820420109,454,0,0,454
820420110,61,0,240,301
820420111,390,0,0,390
820420112,365,0,0,365
820420113,0,0,67,67
820420115,0,302,0,302
820420116,0,0,149,149
820420117,27,0,131,158
820420118,0,0,84,84
820420119,56,0,87,143
820420120,0,0,116,116
820420121,0,163,0,163
820420122,0,354,0,354
820420123,0,300,0,300
820420124,0,0,184,184
820420201,0,0,82,82
820420202,0,179,0,179
820420203,0,0,97,97
820420204,0,0,140,140
820420205,405,0,0,405
820420206,378,0,0,378
820420207,285,0,0,285
820420208,267,0,0,267
820420209,0,0,67,67
820420210,0,210,0,210
820420211,0,0,147,147
820420212,309,0,0,309
820420213,334,0,0,334
820420214,446,0,0,446
820420215,479,0,0,479
820420216,0,0,149,149
820420217,0,0,121,121
820420218,71,0,112,183
820420219,433,0,0,433
820420220,381,0,0,381
820420221,453,0,0,453
820420222,339,0,0,339
820420301,0,0,94,94
820420302,27,0,255,282
820420303,0,0,124,124
820420304,0,0,123,123
820420305,0,115,0,115
820420306,0,123,0,123
820420307,0,0,59,59
820420308,82,0,159,241
820420309,0,189,0,189
820420310,272,0,0,272
820420311,329,0,0,329
820420312,411,0,0,411
820420313,0,567,0,567
820420314,0,353,0,353
820420315,348,0,0,348
820420316,440,0,0,440
820420317,314,0,0,314
820420318,435,0,0,435
820420319,0,221,0,221
820420320,0,0,36,36
820420321,0,0,44,44
820420322,0,0,61,61
820420323,0,306,0,306
820420324,254,0,0,254
820420401,494,0,0,494
820420402,587,0,0,587
820420403,490,0,0,490
820420404,478,0,0,478
820420405,261,0,0,261
820420406,393,0,0,393
820420407,257,0,0,257
820420408,450,0,0,450
820420409,317,0,0,317
820420410,263,0,0,263
820420411,186,0,0,186
820420412,219,0,0,219
820420413,401,0,0,401
820420414,297,0,0,297
820420415,389,0,0,389
820420416,233,0,0,233
820420417,548,0,0,548
820420418,356,0,0,356
820420419,294,0,0,294
820420420,37,0,0,37
820420421,444,0,0,444
820420501,462,0,0,462
820420502,436,0,0,436
820420503,491,0,0,491
820420504,219,0,0,219
820420505,301,0,0,301
820420506,390,0,0,390
820420507,378,0,0,378
820420508,481,0,0,481
820420509,191,0,0,191
820420601,323,0,0,323
820420602,260,0,0,260
820420603,422,0,0,422
820420604,433,0,0,433
820420605,371,0,0,371
820420606,477,0,0,477
820420607,373,0,0,373
820420608,427,0,0,427
820420609,148,0,0,148
820420610,513,0,0,513
820420611,429,0,0,429
820420612,398,0,0,398
820420613,380,0,0,380
820420614,290,0,0,290
820420615,113,0,0,113
820420616,309,0,0,309
820420617,238,0,0,238
820420618,285,0,0,285
820420619,392,0,0,392
820420620,434,0,0,434
820420621,303,0,0,303
820420622,265,0,0,265
820420701,394,0,0,394
820420702,292,0,0,292
820420703,234,0,0,234
820420704,428,0,0,428
820420705,450,0,0,450
820420706,436,0,0,436
820420707,464,0,0,464
820420708,301,0,0,301
820420709,321,0,0,321
820420710,401,0,0,401
820420711,317,0,0,317
820420712,427,0,0,427
820420713,319,0,0,319
820420714,424,0,0,424
820420715,497,0,0,497
820420716,485,0,0,485
820420717,456,0,0,456
820420718,302,0,0,302
820420719,228,0,0,228
820420720,244,0,0,244
820420721,259,0,0,259
820420801,389,0,0,389
820420802,498,0,0,498
820420803,400,0,0,400
820420804,414,0,0,414
820420805,537,0,0,537
820420806,402,0,0,402
820420807,372,0,0,372
820420808,437,0,0,437
820420809,437,0,0,437
820420810,386,0,0,386
820420811,331,0,0,331
820420901,509,0,0,509
820420902,327,0,0,327
820420903,595,0,0,595
820420904,254,0,0,254
820420905,379,0,0,379
820420906,579,0,0,579
820420907,438,0,0,438
820420908,285,0,0,285
820420909,488,0,0,488
820420910,262,0,0,262
820420911,306,0,0,306
820420912,324,0,0,324
820420913,276,0,0,276
820420914,321,0,0,321
820420915,253,0,0,253
820420916,556,0,0,556
820420917,375,0,0,375
820420918,415,0,0,415
820420919,389,0,0,389
820420920,324,0,0,324
820420921,527,0,0,527
820420922,447,0,0,447
820420923,553,0,0,553
820420924,271,0,0,271
820420925,331,0,0,331
820420926,297,0,0,297
820421001,289,0,0,289
820421002,486,0,0,486
820421003,365,0,0,365
820421004,384,0,0,384
820421005,267,0,0,267
820421006,264,0,0,264
820421007,356,0,0,356
820421008,451,0,0,451
820421009,249,0,0,249
820421010,410,0,0,410
820421011,701,0,0,701
820421012,336,0,0,336
820421013,309,0,0,309
820421014,237,0,0,237
820421015,383,0,0,383
820421016,447,0,0,447
820421102,0,0,54,54
820421103,0,143,0,143
820421104,0,0,44,44
820421105,0,404,0,404
820421106,0,418,0,418
820421107,0,0,109,109
820421108,297,0,0,297
820421109,391,0,0,391
820421110,241,0,0,241
820421111,78,0,258,336
820421112,251,0,0,251
820421113,271,0,0,271
820421114,344,0,0,344
820421115,369,0,0,369
820421116,419,0,0,419
820421117,0,0,156,156
820421118,0,366,0,366
820421119,0,297,0,297
820421120,296,0,0,296
820421121,243,0,0,243
820421201,0,0,145,145
820421202,0,0,115,115
820421203,510,0,0,510
820421204,367,0,0,367
820421205,345,0,0,345
820421206,309,0,0,309
820421207,333,0,0,333
820421208,461,0,0,461
820421209,20,0,203,223
820421210,489,0,0,489
820421211,409,0,0,409
820421212,415,0,0,415
820421213,322,0,0,322
820421214,431,0,0,431
820421215,0,0,77,77
820421216,0,397,0,397
820429101,0,0,67,67
820490101,242,0,193,435
820490102,731,0,0,731
820490103,0,0,169,169
820490104,0,0,17,17
820490105,0,0,142,142
820490106,0,0,39,39
820490107,189,0,0,189
820490108,454,0,0,454
820490109,395,0,0,395
820490110,133,0,25,158
820490111,0,0,75,75
820490112,0,171,133,304
820490113,0,0,55,55
820490114,0,0,110,110
820490115,0,0,49,49
820490116,601,0,112,713
820490117,366,0,0,366
820490118,402,0,0,402
820490119,302,0,0,302
820490120,5,0,23,28
820490121,547,0,0,547
820490122,0,0,57,57
820490123,685,0,0,685
820490124,397,0,0,397
820490125,336,0,0,336
820490126,0,0,101,101
820490127,194,0,0,194
820490128,369,0,0,369
820490201,276,0,0,276
820490202,317,0,0,317
820490203,0,0,44,44
820490204,0,0,11,11
820490205,0,0,39,39
820490206,0,0,13,13
820490207,0,0,17,17
820490208,0,0,19,19
820490209,0,0,37,37
820490210,0,0,73,73
820490211,0,0,14,14
820490212,0,0,33,33
820490213,272,0,0,272
820490301,288,0,0,288
820490302,380,0,0,380
820490303,329,0,0,329
820490304,356,0,0,356
820490305,479,0,0,479
820490306,336,0,0,336
820490307,0,0,109,109
820490308,144,56,194,394
820490309,0,0,49,49
820490310,0,0,92,92
820490311,0,0,217,217
820490312,0,0,48,48
820490313,0,0,129,129
820490314,0,0,57,57
820490315,0,0,73,73
820490316,0,0,18,18
820490317,0,0,31,31
820490318,0,0,28,28
820490319,0,0,57,57
820490320,0,0,36,36
820490321,0,0,35,35
820490322,0,0,29,29
820490323,0,0,105,105
820490324,0,0,156,156
820490325,0,0,39,39
820490326,419,0,0,419
820490327,0,0,102,102
820490328,46,0,56,102
820490329,371,0,0,371
820490330,348,0,0,348
820490331,349,0,0,349
820490332,367,0,0,367
820490333,268,0,0,268
820490334,314,0,0,314
820490401,0,0,45,45
820490402,0,0,104,104
820490403,0,79,102,181
820490404,0,0,138,138
820490405,0,69,0,69
820490406,0,250,0,250
820490407,0,0,45,45
820490408,0,340,0,340
820490409,0,86,0,86
820490410,0,134,0,134
820490411,0,0,160,160
820490412,0,0,153,153
820490413,0,0,99,99
820490414,0,0,12,12
820490415,0,0,75,75
820490416,0,0,213,213
820490417,0,0,9,9
820490418,0,0,117,117
820490419,0,0,5,5
820490501,0,0,31,31
820490502,0,0,89,89
820490503,0,0,56,56
820490504,0,0,145,145
820490505,0,0,83,83
820490506,0,0,92,92
820490507,0,0,97,97
820490508,0,0,79,79
820490509,285,0,95,380
820490510,664,0,107,771
820490511,318,0,0,318
820490512,312,0,0,312
820490513,437,0,0,437
820490514,590,0,0,590
820490515,293,0,0,293
820490516,402,0,0,402
820490517,300,0,0,300
820490518,319,0,0,319
820490519,0,0,60,60
820490520,0,0,10,10
820490521,0,217,0,217
820490522,367,0,0,367
820490523,173,0,0,173
820490524,446,0,0,446
820490525,344,0,0,344
820490526,331,0,0,331
820490527,516,0,0,516
820490601,261,0,0,261
820490602,302,0,0,302
820490603,531,0,0,531
820490604,512,0,0,512
820490605,415,0,0,415
820490606,367,0,0,367
820490607,130,0,0,130
820490608,473,0,0,473
820490609,163,0,0,163
820490610,418,0,0,418
820490611,356,0,0,356
820490612,327,0,0,327
820490613,375,0,0,375
820490614,229,0,0,229
820490615,276,0,0,276
820490616,402,0,0,402
820490701,316,0,0,316
820490702,358,0,0,358
820490703,263,0,0,263
820490704,282,0,0,282
820490705,264,0,0,264
820490706,433,0,0,433
820490707,550,0,0,550
820490708,468,0,0,468
820490709,457,0,0,457
820490710,323,0,0,323
820490711,296,0,0,296
820490712,561,0,0,561
820490713,260,0,0,260
820490714,257,0,0,257
820490715,526,0,0,526
820490716,421,0,0,421
820490717,513,0,0,513
820490718,670,0,0,670
820490719,473,0,0,473
820490801,0,0,172,172
820490802,0,0,59,59
820490803,42,0,93,135
820490804,0,0,16,16
820490805,0,0,18,18
820490806,148,0,53,201
820490807,0,0,103,103
820490808,0,0,136,136
820490809,0,0,110,110
820490810,0,267,0,267
820490811,0,0,2,2
820490812,0,0,72,72
820490813,0,0,10,10
820490814,0,38,40,78
820490815,0,0,50,50
820490816,0,0,27,27
820490817,0,53,0,53
820490818,0,76,72,148
820490819,0,0,90,90
820490901,0,119,0,119
820490902,0,0,48,48
820490903,0,138,0,138
820490904,17,0,112,129
820490905,6,0,119,125
820490906,537,0,0,537
820490907,254,0,0,254
820490908,298,0,0,298
820490909,0,0,98,98
820490910,0,127,0,127
820490911,0,59,68,127
820490912,0,44,51,95
820490913,0,0,240,240
820490914,316,0,0,316
820490915,362,0,0,362
820490916,318,0,0,318
820491001,299,0,0,299
820491002,290,0,0,290
820491003,294,0,0,294
820491004,355,0,0,355
820491005,466,0,0,466
820491006,265,0,0,265
820491007,753,0,0,753
820491008,399,0,0,399
820491009,384,0,0,384
820491010,410,0,0,410
820491011,438,0,0,438
820491012,356,0,0,356
820491013,292,0,0,292
820491014,672,0,0,672
820491015,471,0,0,471
820491016,502,0,0,502
820491017,541,0,0,541
820491018,440,0,0,440
820491019,596,0,0,596
820560101,0,379,0,379
820560102,0,0,105,105
820560103,386,0,0,386
820560104,273,0,0,273
820560105,422,0,0,422
820560106,0,0,199,199
820560107,0,0,22,22
820560108,309,0,0,309
820560109,306,0,0,306
820560110,0,0,161,161
820560111,0,386,0,386
820560112,0,244,97,341
820560113,354,0,0,354
820560114,0,37,125,162
820560115,263,0,0,263
820560116,249,0,0,249
820560117,0,547,0,547
820560118,232,0,0,232
820560201,0,0,270,270
820560202,361,0,0,361
820560203,276,0,0,276
820560204,410,0,0,410
820560205,443,0,0,443
820560206,353,0,0,353
820560207,0,17,195,212
820560208,0,25,254,279
820560209,0,117,0,117
820560210,0,340,0,340
820560211,0,0,185,185
820560212,0,142,0,142
820560213,0,23,107,130
820560214,0,165,0,165
820560215,520,0,0,520
820560216,0,249,0,249
820560217,312,0,0,312
820560218,353,0,0,353
820560219,313,0,0,313
820560301,0,425,0,425
820560302,0,0,281,281
820560303,552,0,0,552
820560304,247,0,0,247
820560305,445,0,0,445
820560306,313,0,0,313
820560307,317,0,0,317
820560308,185,0,262,447
820560309,301,0,0,301
820560310,244,0,0,244
820560311,609,0,0,609
820560312,0,0,174,174
820560313,0,0,153,153
820560314,0,0,154,154
820560401,491,0,0,491
820560402,406,0,0,406
820560403,362,0,0,362
820560404,325,0,0,325
820560405,483,0,0,483
820560406,384,0,0,384
820560407,229,0,0,229
820560408,333,0,0,333
820560409,381,0,0,381
820560410,277,0,0,277
820560411,372,0,0,372
820560412,247,0,0,247
820560413,227,0,0,227
820560414,539,0,0,539
820560415,264,0,0,264
820560501,242,0,0,242
820560502,551,0,0,551
820560503,350,0,0,350
820560504,295,0,0,295
820560505,445,0,0,445
820560506,267,0,0,267
820560507,491,0,0,491
820560508,229,0,0,229
820560509,430,0,0,430
820560510,298,0,0,298
820560511,436,0,0,436
820560512,322,0,0,322
820560513,330,0,0,330
820560514,377,0,0,377
820560515,244,0,0,244
820560516,272,0,0,272
820630101,0,261,0,261
820630102,0,24,0,24
820630103,382,0,0,382
