radio,1 Urbano,2 Rural agrupado,3 Rural disperso,TOTAL
062801109,297,0,0,297
062801110,174,0,0,174
062801111,183,0,0,183
062801112,175,0,0,175
062801201,0,0,49,49
062801202,0,0,36,36
062801203,0,0,9,9
062801204,0,0,38,38
062801205,446,0,0,446
062801206,360,0,0,360
062801207,422,0,0,422
062801208,497,0,0,497
062801209,199,0,0,199
062801210,208,0,0,208
062870101,0,0,160,160
062870201,0,0,89,89
062870301,0,0,19,19
062870302,0,0,30,30
062870401,65,0,33,98
062870402,0,0,22,22
062870403,106,0,0,106
062870404,196,0,0,196
062870405,335,0,0,335
062870406,236,0,0,236
062870407,289,0,0,289
062870408,214,0,0,214
062870409,155,0,0,155
062870410,154,0,0,154
062870411,324,0,0,324
062870412,230,0,0,230
062870413,400,0,0,400
062870414,260,0,0,260
062870415,316,0,0,316
062870416,24,0,39,63
062870417,0,0,11,11
062870501,0,0,43,43
062870502,0,0,102,102
062870601,0,0,108,108
062870701,0,0,72,72
062870702,0,0,80,80
062940101,0,30,0,30
062940102,0,22,0,22
062940103,0,17,0,17
062940201,0,16,0,16
062940202,0,117,0,117
062940203,439,1,0,440
062940204,403,1,0,404
062940205,0,48,0,48
062940206,0,35,0,35
062940207,0,11,0,11
062940208,0,11,0,11
062940209,1,18,0,19
062940210,0,31,0,31
062940211,0,119,0,119
062940301,0,13,0,13
062940302,0,8,0,8
062940303,0,22,0,22
062940401,258,0,0,258
062940402,393,0,0,393
062940403,465,0,0,465
062940404,184,0,0,184
062940405,50,0,0,50
062940406,170,0,0,170
062940407,12,0,0,12
062940408,350,0,0,350
062940501,0,32,0,32
062940502,0,28,0,28
062940503,0,34,0,34
062940504,0,14,0,14
062940505,0,27,0,27
062940506,0,58,0,58
062940601,307,0,0,307
062940602,166,0,0,166
062940603,266,0,0,266
062940604,168,0,0,168
062940605,0,32,0,32
062940606,12,22,0,34
062940607,0,28,0,28
062940608,42,60,0,102
062940609,150,0,0,150
062940610,163,0,0,163
062940701,0,14,0,14
062940702,0,24,0,24
062940703,0,16,0,16
062940704,0,26,0,26
062940705,0,24,0,24
062940706,0,14,0,14
062940801,44,38,0,82
062940802,236,0,0,236
062940803,231,0,0,231
062940804,140,0,0,140
062940805,177,0,0,177
062940806,184,0,0,184
062940807,242,0,0,242
062940808,286,0,0,286
062940809,72,0,0,72
062940810,131,0,0,131
062940811,0,11,0,11
062940812,0,14,0,14
062940813,0,1,0,1
062940814,0,26,0,26
062940815,0,28,0,28
063010101,0,141,126,267
063010201,0,0,77,77
063010301,0,0,61,61
063010401,0,0,95,95
063010501,0,0,22,22
063010502,0,0,95,95
063010503,0,0,43,43
063010504,267,0,0,267
063010505,271,0,0,271
063010506,260,0,0,260
063010507,223,0,0,223
063010508,277,0,0,277
063010509,308,0,0,308
063010510,291,0,0,291
063010511,347,0,0,347
063010512,391,0,0,391
063010513,462,0,0,462
063010514,201,0,0,201
063010601,0,0,166,166
063010701,0,0,125,125
063010801,46,0,103,149
063010802,88,0,0,88
063010803,124,0,0,124
063010804,172,0,0,172
063010805,411,0,0,411
063010806,453,0,0,453
063010807,183,0,0,183
063010808,332,0,0,332
063010809,313,0,0,313
063010810,184,0,0,184
063010811,343,0,0,343
063010812,418,0,0,418
063010813,278,0,0,278
063010814,266,0,0,266
063010815,0,0,18,18
063080101,0,0,29,29
063080201,0,0,36,36
063080301,0,0,43,43
063080401,0,0,49,49
063080501,0,116,0,116
063080502,0,43,109,152
063080601,0,155,0,155
063080602,0,208,0,208
063080603,0,42,0,42
063080604,0,0,11,11
063080701,0,0,61,61
063080801,0,0,28,28
063080901,0,0,51,51
063081001,0,0,101,101
063081002,0,371,5,376
063081003,0,0,43,43
063150101,246,0,0,246
063150102,444,0,0,444
063150103,211,0,0,211
063150104,381,0,0,381
063150105,407,0,0,407
063150106,384,0,0,384
063150107,222,0,0,222
063150108,254,0,0,254
063150109,443,0,0,443
063150110,437,0,0,437
063150111,522,0,0,522
063150112,352,0,0,352
063150113,388,0,0,388
063150114,414,0,0,414
063150115,304,0,0,304
063150116,225,0,0,225
063150117,218,0,0,218
063150118,348,0,0,348
063150201,0,105,0,105
063150301,325,0,0,325
063150302,85,39,0,124
063150303,58,145,0,203
063150401,0,163,0,163
063150501,0,139,0,139
063150502,0,178,0,178
063150601,0,156,0,156
063150701,0,53,0,53
063220101,0,0,7,7
063220102,0,0,13,13
063220103,0,0,15,15
063220201,0,0,18,18
063220202,0,0,18,18
063220203,0,0,9,9
063220204,0,0,25,25
063220301,0,126,0,126
063220302,0,0,31,31
063220303,0,0,17,17
063220304,0,0,38,38
063220305,0,0,14,14
063220306,0,0,14,14
063220307,0,167,0,167
063220401,0,0,8,8
063220402,0,0,12,12
063220403,0,0,10,10
063220404,0,0,13,13
063220405,0,0,7,7
063220501,0,0,17,17
063220502,0,0,16,16
063220503,0,0,23,23
063220504,0,0,15,15
063220505,0,0,31,31
063220601,476,0,0,476
063220602,317,0,0,317
063220603,232,0,0,232
063220604,222,0,0,222
063220605,258,0,0,258
063220606,163,0,0,163
063220607,217,0,0,217
063220608,0,0,50,50
063220609,0,0,12,12
063220610,0,0,6,6
063220611,44,0,20,64
063220612,318,0,0,318
063220613,274,0,0,274
063220614,199,0,0,199
063220615,180,0,0,180
063220616,213,0,0,213
063220617,293,0,0,293
063220701,0,88,0,88
063220702,0,28,0,28
063220703,0,0,26,26
063220704,0,0,9,9
063220705,0,0,28,28
063220801,0,0,13,13
063220802,0,0,13,13
063220803,0,0,14,14
063220901,0,0,31,31
063220902,0,0,27,27
063220903,0,0,13,13
063221001,0,152,0,152
063221002,0,42,0,42
063221003,0,0,15,15
063221004,0,0,36,36
063221005,0,0,29,29
063221006,0,0,20,20
063221007,0,0,66,66
063221008,0,0,30,30
063221101,0,0,18,18
063221102,0,0,20,20
063221103,0,0,23,23
063221201,0,0,14,14
063221202,0,0,12,12
063221203,0,0,10,10
063221301,0,0,11,11
063221302,0,0,13,13
063221303,0,0,17,17
063221304,0,0,20,20
063290101,0,31,0,31
063290102,0,0,53,53
063290103,0,0,33,33
063290104,0,0,31,31
063290201,0,74,0,74
063290202,0,0,33,33
063290203,0,0,50,50
063290301,0,0,47,47
063290302,0,0,71,71
063290303,0,0,82,82
063290304,282,0,0,282
063290305,319,0,0,319
063290306,268,0,0,268
063290307,167,0,0,167
063290308,353,0,0,353
063290309,268,0,0,268
063290310,342,0,0,342
063290311,370,0,0,370
063290312,398,0,0,398
063290313,211,0,0,211
063290314,217,0,0,217
063290315,334,0,0,334
063290316,291,0,0,291
063290317,149,0,0,149
063290401,0,41,0,41
063290402,0,41,80,121
063290403,0,0,107,107
063290501,0,115,0,115
063290502,0,0,111,111
063290503,0,0,37,37
063290504,0,0,30,30
063290505,0,157,0,157
063290506,0,193,0,193
063290601,0,0,43,43
063290602,0,0,43,43
063360101,0,58,0,58
063360201,0,233,0,233
063360202,0,192,0,192
063360203,0,121,0,121
063360204,0,26,0,26
063360205,0,157,0,157
063360301,0,44,0,44
063360401,0,26,0,26
063360501,0,178,0,178
063360601,0,36,0,36
063360701,0,109,0,109
063360801,0,55,0,55
063360901,0,54,0,54
063361001,0,165,0,165
063361002,0,212,0,212
063430101,0,273,0,273
063430102,0,46,0,46
063430103,0,96,0,96
063430104,0,29,0,29
063430105,0,44,0,44
063430201,0,76,0,76
063430301,0,62,0,62
063430302,0,35,0,35
063430303,0,36,0,36
063430401,0,56,0,56
063430402,0,60,0,60
063430501,0,46,0,46
063430502,0,35,0,35
063430503,0,65,0,65
063430601,0,265,0,265
063430602,0,385,0,385
063430603,0,45,0,45
063430604,0,28,0,28
063430605,0,34,0,34
063430606,0,10,0,10
063430701,144,0,0,144
063430702,208,0,0,208
063430703,317,0,0,317
063430704,156,0,0,156
063430705,272,0,0,272
063430706,295,0,0,295
063430707,285,0,0,285
063430708,207,0,0,207
063430709,388,0,0,388
063430710,471,0,0,471
063430711,253,0,0,253
063430712,239,0,0,239
063430713,0,254,0,254
063430801,0,37,0,37
063430802,0,31,0,31
063510101,0,0,18,18
063510102,0,155,0,155
063510103,0,174,0,174
063510104,0,0,19,19
063510201,0,0,84,84
063510202,0,0,45,45
063510301,0,38,0,38
063510302,0,0,15,15
063510303,0,0,9,9
063510304,0,0,41,41
063510401,0,263,0,263
063510402,0,0,26,26
063510403,0,17,18,35
063510404,0,0,32,32
063510405,0,0,30,30
063510406,0,343,0,343
063510501,0,0,30,30
063510502,0,0,9,9
063510601,237,0,0,237
063510602,272,0,0,272
063510603,356,0,0,356
063510604,453,0,0,453
063510605,282,0,0,282
063510606,380,0,0,380
063510607,399,0,0,399
063510608,131,0,0,131
063510609,0,0,9,9
063510610,0,0,15,15
063510611,0,0,20,20
063510612,0,0,13,13
063510613,0,0,26,26
063510614,0,0,28,28
063510615,300,0,0,300
063510701,0,0,33,33
063510702,0,0,26,26
063510703,0,0,21,21
063510801,0,0,45,45
063510802,0,0,24,24
063510803,0,0,45,45
063510901,0,509,0,509
063510902,0,0,18,18
063510903,0,21,42,63
063511001,0,0,9,9
063511002,0,0,22,22
063511003,0,0,22,22
063570101,272,0,0,272
063570102,347,0,0,347
063570103,381,0,0,381
063570104,453,0,0,453
063570105,392,0,0,392
063570106,288,0,0,288
063570107,297,0,0,297
063570108,396,0,0,396
063570109,318,0,0,318
063570201,317,0,0,317
063570202,299,0,0,299
063570203,335,0,0,335
063570204,425,0,0,425
063570205,342,0,0,342
063570206,329,0,0,329
063570207,252,0,0,252
063570208,211,0,0,211
063570209,339,0,0,339
063570210,283,0,0,283
063570301,214,0,0,214
063570302,283,0,0,283
063570303,246,0,0,246
063570304,249,0,0,249
063570305,313,0,0,313
063570306,413,0,0,413
063570307,457,0,0,457
063570308,423,0,0,423
063570309,456,0,0,456
063570310,368,0,0,368
063570311,444,0,0,444
063570401,317,0,0,317
063570402,361,0,0,361
063570403,323,0,0,323
063570404,250,0,0,250
063570405,224,0,0,224
063570406,251,0,0,251
063570407,461,0,0,461
063570408,420,0,0,420
063570409,329,0,0,329
063570410,455,0,0,455
063570501,407,0,0,407
063570502,388,0,0,388
063570503,288,0,0,288
063570504,315,0,0,315
063570505,241,0,0,241
063570506,294,0,0,294
063570507,226,0,0,226
063570508,249,0,0,249
063570509,428,0,0,428
063570510,431,0,0,431
063570511,265,0,0,265
063570512,320,0,0,320
063570513,227,0,0,227
063570514,270,0,0,270
063570601,336,0,0,336
063570602,268,0,0,268
063570603,278,0,0,278
063570604,429,0,0,429
063570605,273,0,0,273
063570606,287,0,0,287
063570607,394,0,0,394
063570608,401,0,0,401
063570609,422,0,0,422
063570610,358,0,0,358
063570611,321,0,0,321
063570701,342,0,0,342
063570702,398,0,0,398
063570703,299,0,0,299
063570704,356,0,0,356
063570705,416,0,0,416
063570706,378,0,0,378
063570707,294,0,0,294
063570708,283,0,0,283
063570709,463,0,0,463
063570710,324,0,0,324
063570711,258,0,0,258
063570801,330,0,0,330
063570802,267,0,0,267
063570803,221,0,0,221
063570804,299,0,0,299
063570805,368,0,0,368
063570806,287,0,0,287
063570807,355,0,0,355
063570808,291,0,0,291
063570809,408,0,0,408
063570810,410,0,0,410
063570811,414,0,0,414
063570812,406,0,0,406
063570813,240,0,0,240
063570814,178,0,0,178
063570901,464,0,0,464
063570902,296,0,0,296
063570903,278,0,0,278
063570904,348,0,0,348
063570905,332,0,0,332
063570906,391,0,0,391
063570907,331,0,0,331
063570908,281,0,0,281
063570909,320,0,0,320
063570910,386,0,0,386
063570911,346,0,0,346
063570912,460,0,0,460
063570913,311,0,0,311
063571001,257,0,0,257
063571002,275,0,0,275
063571003,431,0,0,431
063571004,358,0,0,358
063571005,357,0,0,357
063571006,408,0,0,408
063571007,258,0,0,258
063571008,407,0,0,407
063571009,263,0,0,263
063571010,247,0,0,247
063571011,328,0,0,328
063571012,317,0,0,317
063571013,232,0,0,232
063571014,279,0,0,279
063571015,249,0,0,249
063571101,245,0,0,245
063571102,355,0,0,355
063571103,267,0,0,267
063571104,397,0,0,397
063571105,320,0,0,320
063571106,349,0,0,349
063571107,284,0,0,284
063571108,227,0,0,227
063571109,415,0,0,415
063571110,276,0,0,276
063571111,347,0,0,347
063571112,338,0,0,338
063571201,358,0,0,358
063571202,214,0,0,214
063571203,318,0,0,318
063571204,299,0,0,299
063571205,443,0,0,443
063571206,194,0,0,194
063571207,327,0,0,327
063571208,377,0,0,377
063571209,324,0,0,324
063571210,376,0,0,376
063571211,398,0,0,398
063571212,313,0,0,313
063571213,306,0,0,306
063571214,378,0,0,378
063571215,364,0,0,364
063571301,316,0,0,316
063571302,358,0,0,358
063571303,436,0,0,436
063571304,519,0,0,519
063571305,292,0,0,292
063571306,447,0,0,447
063571307,358,0,0,358
063571308,320,0,0,320
063571309,223,0,0,223
063571401,455,0,0,455
063571402,373,0,0,373
063571403,463,0,0,463
063571404,360,0,0,360
063571405,288,0,0,288
063571406,393,0,0,393
063571407,432,0,0,432
063571408,420,0,0,420
063571409,387,0,0,387
063571501,391,0,0,391
063571502,244,0,0,244
063571503,312,0,0,312
063571504,405,0,0,405
063571505,431,0,0,431
063571506,283,0,0,283
063571507,822,0,0,822
063571508,431,0,0,431
063571509,324,0,0,324
063571510,373,0,0,373
063571511,191,0,0,191
063571601,336,0,0,336
063571602,326,0,0,326
063571603,375,0,0,375
063571604,426,0,0,426
063571605,283,0,0,283
063571606,253,0,0,253
063571607,267,0,0,267
063571608,287,0,0,287
063571609,251,0,0,251
063571610,229,0,0,229
063571611,235,0,0,235
063571612,208,0,0,208
063571613,237,0,0,237
063571701,343,0,0,343
063571702,176,0,0,176
063571703,278,0,0,278
063571704,253,0,0,253
063571705,471,0,0,471
063571706,267,0,0,267
063571707,230,0,0,230
063571708,316,0,0,316
063571709,309,0,0,309
063571710,271,0,0,271
063571801,394,0,0,394
063571802,407,0,0,407
063571803,314,0,0,314
063571804,338,0,0,338
063571805,429,0,0,429
063571806,312,0,0,312
063571807,308,0,0,308
063571808,399,0,0,399
063571809,391,0,0,391
063571810,469,0,0,469
063571901,457,0,0,457
063571902,349,0,0,349
063571903,405,0,0,405
063571904,333,0,0,333
063571905,556,0,0,556
063571906,290,0,0,290
063571907,375,0,0,375
063571908,379,0,0,379
063571909,254,0,0,254
063571910,294,0,0,294
063571911,518,0,0,518
063572001,376,0,0,376
063572002,667,0,0,667
063572003,347,0,0,347
063572004,368,0,0,368
063572005,257,0,0,257
063572006,347,0,0,347
063572007,426,0,0,426
063572008,181,0,0,181
063572009,336,0,0,336
063572101,247,0,0,247
063572102,461,0,0,461
063572103,318,0,0,318
063572104,240,0,0,240
063572105,489,0,0,489
063572106,391,0,0,391
063572107,381,0,0,381
063572108,389,0,0,389
063572201,391,0,0,391
063572202,326,0,0,326
063572203,533,0,0,533
063572204,288,0,0,288
063572205,383,0,0,383
063572206,465,0,0,465
063572207,334,0,0,334
063572208,395,0,0,395
063572209,418,0,0,418
063572210,308,0,0,308
063572211,352,0,0,352
063572212,418,0,0,418
063572213,301,0,0,301
063572214,460,0,0,460
063572301,473,0,0,473
063572302,486,0,0,486
063572303,271,0,0,271
063572304,421,0,0,421
063572305,276,0,0,276
063572306,741,0,0,741
063572307,544,0,0,544
063572308,358,0,0,358
063572401,332,0,0,332
063572402,345,0,0,345
063572403,714,0,0,714
063572404,516,0,0,516
063572405,797,0,0,797
063572501,1072,0,0,1072
063572502,1078,0,0,1078
063572503,772,0,0,772
063572601,887,0,0,887
063572602,1053,0,0,1053
063572603,742,0,0,742
063572604,755,0,0,755
063572701,510,0,0,510
063572702,469,0,0,469
063572703,698,0,0,698
063572704,519,0,0,519
063572705,843,0,0,843
063572801,903,0,0,903
063572802,652,0,0,652
063572803,551,0,0,551
063572804,417,0,0,417
063572805,581,0,0,581
063572806,614,0,0,614
063572901,436,0,0,436
063572902,308,0,0,308
063572903,416,0,0,416
063572904,592,0,0,592
063572905,120,0,0,120
063572906,770,0,0,770
063573001,456,0,0,456
063573002,385,0,0,385
063573003,150,0,0,150
063573004,396,0,0,396
063573005,290,0,0,290
063573006,387,0,0,387
063573007,284,0,0,284
063573008,188,0,0,188
063573009,440,0,0,440
063573010,391,0,0,391
063573011,595,0,0,595
063573101,561,0,0,561
063573102,392,0,0,392
063573103,321,0,0,321
063573104,214,0,0,214
063573105,411,0,0,411
063573106,373,0,0,373
063573107,622,0,0,622
063573108,561,0,0,561
063573109,650,0,0,650
063573201,375,0,0,375
063573202,396,0,0,396
063573203,347,0,0,347
063573204,459,0,0,459
063573205,218,0,0,218
063573206,343,0,0,343
063573207,372,0,0,372
063573208,214,0,0,214
063573209,350,0,0,350
063573210,329,0,0,329
063573301,334,0,0,334
063573302,442,0,0,442
063573303,396,0,0,396
063573304,446,0,0,446
063573305,394,0,0,394
063573306,355,0,0,355
063573307,436,0,0,436
063573308,428,0,0,428
063573309,263,0,0,263
063573310,244,0,0,244
063573311,252,0,0,252
063573401,249,0,0,249
063573402,285,0,0,285
063573403,242,0,0,242
063573404,784,0,0,784
063573405,275,0,0,275
063573406,342,0,0,342
063573407,340,0,0,340
063573408,226,0,0,226
063573501,819,0,0,819
063573502,929,0,0,929
063573503,365,0,0,365
063573504,428,0,0,428
063573505,458,0,0,458
063573506,405,0,0,405
063573507,455,0,0,455
063573508,657,0,0,657
063573509,578,0,0,578
063573510,365,0,0,365
063573601,578,0,0,578
063573602,716,0,0,716
063573603,571,0,0,571
063573604,936,0,0,936
063573605,249,0,0,249
063573701,495,0,0,495
063573702,652,0,0,652
063573703,452,0,0,452
063573704,399,0,0,399
063573705,653,0,0,653
063573706,604,0,0,604
063573707,444,0,0,444
063573708,268,0,0,268
063573801,1002,0,0,1002
063573802,783,0,0,783
063573803,766,0,0,766
063573804,389,0,0,389
063573901,706,0,0,706
063573902,484,0,0,484
063573903,462,0,0,462
063573904,714,0,0,714
063573905,400,0,0,400
063573906,268,0,0,268
063573907,449,0,0,449
063573908,367,0,0,367
063573909,223,0,0,223
063574001,75,0,0,75
063574002,603,0,0,603
063574003,649,0,0,649
063574004,845,0,0,845
063574005,596,0,0,596
063574006,744,0,0,744
063574007,888,0,0,888
063574008,688,0,0,688
063574101,677,0,0,677
063574102,952,0,0,952
063574103,1172,0,0,1172
063574104,1001,0,0,1001
063574105,1051,0,0,1051
063574106,302,0,0,302
063574107,464,0,0,464
063574201,674,0,0,674
063574202,363,0,0,363
063574203,268,0,0,268
063574204,220,0,0,220
063574205,380,0,0,380
063574206,446,0,0,446
063574207,238,0,0,238
063574301,360,0,0,360
063574302,227,0,0,227
063574303,394,0,0,394
063574304,380,0,0,380
063574305,296,0,0,296
063574306,285,0,0,285
063574307,340,0,0,340
063574308,265,0,0,265
063574309,347,0,0,347
063574310,558,0,0,558
063574311,246,0,0,246
063574312,364,0,0,364
063574401,51,0,0,51
063574402,131,0,0,131
063574403,329,0,0,329
063574404,334,0,0,334
063574405,438,0,0,438
063574406,453,0,0,453
063574407,371,0,0,371
063574408,231,0,0,231
063574409,279,0,0,279
063574501,227,0,0,227
063574502,276,0,0,276
063574503,336,0,0,336
063574504,288,0,0,288
063574505,245,0,0,245
063574506,479,0,0,479
063574507,419,0,0,419
063574508,362,0,0,362
063574509,392,0,0,392
063574510,356,0,0,356
063574511,377,0,0,377
063574512,288,0,0,288
063574513,234,0,0,234
063574514,187,0,0,187
063574515,403,0,0,403
063574516,612,0,0,612
063574601,245,0,0,245
063574602,231,0,0,231
063574603,382,0,0,382
063574604,216,0,0,216
063574605,407,0,0,407
063574606,421,0,0,421
063574607,262,0,0,262
063574608,281,0,0,281
063574609,366,0,0,366
063574610,316,0,0,316
063574611,310,0,0,310
063574612,341,0,0,341
063574613,312,0,0,312
063574701,385,0,0,385
063574702,345,0,0,345
063574703,393,0,0,393
063574704,330,0,0,330
063574705,464,0,0,464
063574706,274,0,0,274
063574707,230,0,0,230
063574708,422,0,0,422
063574709,372,0,0,372
063574710,434,0,0,434
063574801,447,0,0,447
063574802,369,0,0,369
063574803,374,0,0,374
063574804,172,0,0,172
063574805,234,0,0,234
063574806,206,0,0,206
063574807,244,0,0,244
063574808,236,0,0,236
063574809,211,0,0,211
063574810,429,0,0,429
063574811,368,0,0,368
063574812,231,0,0,231
063574813,234,0,0,234
063574814,278,0,0,278
063574815,268,0,0,268
063574901,282,0,0,282
063574902,374,0,0,374
063574903,283,0,0,283
063574904,296,0,0,296
063574905,390,0,0,390
063574906,345,0,0,345
063574907,393,0,0,393
063574908,324,0,0,324
063575001,308,0,0,308
063575002,369,0,0,369
063575003,368,0,0,368
063575004,404,0,0,404
063575005,399,0,0,399
063575006,403,0,0,403
063575007,415,0,0,415
063575008,563,0,0,563
063575009,640,0,0,640
063575010,252,0,0,252
063575011,184,0,0,184
063575012,390,0,0,390
063575013,220,0,0,220
063575014,241,0,0,241
063575101,283,0,0,283
063575102,357,0,0,357
063575103,402,0,0,402
063575104,339,0,0,339
063575105,331,0,0,331
063575106,323,0,0,323
063575107,383,0,0,383
063575108,287,0,0,287
063575109,461,0,0,461
063575201,452,0,0,452
063575202,390,0,0,390
063575203,425,0,0,425
063575204,416,0,0,416
063575205,288,0,0,288
063575206,259,0,0,259
063575207,401,0,0,401
063575208,251,0,0,251
063575209,264,0,0,264
063575210,477,0,0,477
063575211,373,0,0,373
063575212,333,0,0,333
063575213,314,0,0,314
063575214,398,0,0,398
063575215,446,0,0,446
063575216,463,0,0,463
063575301,357,0,0,357
063575302,348,0,0,348
063575303,436,0,0,436
063575304,335,0,0,335
063575305,302,0,0,302
063575306,305,0,0,305
063575307,427,0,0,427
063575308,363,0,0,363
063575309,460,0,0,460
063575310,413,0,0,413
063575311,348,0,0,348
063575312,438,0,0,438
063575313,271,0,0,271
063575314,239,0,0,239
063575315,279,0,0,279
063575316,269,0,0,269
063575401,324,0,0,324
063575402,319,0,0,319
063575403,396,0,0,396
063575404,463,0,0,463
063575405,321,0,0,321
063575406,289,0,0,289
063575407,273,0,0,273
063575408,257,0,0,257
063575501,227,0,0,227
063575502,307,0,0,307
063575503,465,0,0,465
063575504,511,0,0,511
063575505,207,0,0,207
063575506,272,0,0,272
063575507,247,0,0,247
063575508,502,0,0,502
063575601,360,0,0,360
063575602,370,0,0,370
063575603,370,0,0,370
063575604,451,0,0,451
063575605,356,0,0,356
063575606,330,0,0,330
063575607,387,0,0,387
063575608,380,0,0,380
063575609,318,0,0,318
063575610,185,0,0,185
063575611,453,0,0,453
063575612,346,0,0,346
063575701,488,0,0,488
063575702,404,0,0,404
063575703,301,0,0,301
063575704,467,0,0,467
063575705,229,0,0,229
063575706,357,0,0,357
063575707,256,0,0,256
063575708,237,0,0,237
063575709,434,0,0,434
063575710,263,0,0,263
063575801,321,0,0,321
063575802,343,0,0,343
063575803,331,0,0,331
063575804,346,0,0,346
063575805,392,0,0,392
063575806,397,0,0,397
063575807,322,0,0,322
063575808,454,0,0,454
063575901,456,0,0,456
063575902,392,0,0,392
063575903,316,0,0,316
063575904,373,0,0,373
063575905,345,0,0,345
063575906,495,0,0,495
063575907,340,0,0,340
063575908,373,0,0,373
063575909,218,0,0,218
063575910,234,0,0,234
063575911,385,0,0,385
063576001,376,0,0,376
063576002,273,0,0,273
063576003,363,0,0,363
063576004,241,0,0,241
063576005,315,0,0,315
063576006,394,0,0,394
063576007,385,0,0,385
063576008,267,0,0,267
063576009,237,0,0,237
063576010,272,0,0,272
063576011,258,0,0,258
063576101,376,0,0,376
063576102,447,0,0,447
063576103,215,0,0,215
063576104,276,0,0,276
063576105,324,0,0,324
063576106,455,0,0,455
063576107,199,0,0,199
063576108,13,0,0,13
063576109,243,0,0,243
063576110,451,0,0,451
063576111,241,0,0,241
063576112,93,0,0,93
063576113,372,0,0,372
063576201,401,0,0,401
063576202,201,0,0,201
063576203,231,0,0,231
063576204,344,0,0,344
063576205,335,0,0,335
063576206,336,0,0,336
063576207,282,0,0,282
063576208,234,0,0,234
063576209,351,0,0,351
063576210,185,0,0,185
063576211,325,0,0,325
063576301,7,0,0,7
063576302,280,0,0,280
063576303,313,0,0,313
063576304,341,0,0,341
063576305,448,0,0,448
063576306,274,0,0,274
063576307,272,0,0,272
063576308,427,0,0,427
063576309,320,0,0,320
063576401,420,0,0,420
063576402,419,0,0,419
063576403,273,0,0,273
063576404,286,0,0,286
063576405,305,0,0,305
063576406,268,0,0,268
063576407,356,0,0,356
063576408,332,0,0,332
063576409,258,0,0,258
063576410,208,0,0,208
063576411,466,0,0,466
063576501,218,0,0,218
063576502,297,0,0,297
063576503,3,0,0,3
063576504,455,0,0,455
063576505,247,0,0,247
063576506,272,0,0,272
063576507,318,0,0,318
063576508,405,0,0,405
063576509,473,0,0,473
063576510,278,0,0,278
063576511,297,0,0,297
063576512,407,0,0,407
063576513,232,0,0,232
063576514,337,0,0,337
063576601,323,0,0,323
063576602,312,0,0,312
063576603,430,0,0,430
063576604,393,0,0,393
063576605,291,0,0,291
063576606,285,0,0,285
063576607,299,0,0,299
063576608,237,0,0,237
063576701,219,0,0,219
063576702,250,0,0,250
063576703,361,0,0,361
063576704,320,0,0,320
063576705,338,0,0,338
063576706,259,0,0,259
063576707,417,0,0,417
063576708,259,0,0,259
063576709,295,0,0,295
063576710,357,0,0,357
063576711,385,0,0,385
063576712,344,0,0,344
063576713,187,0,0,187
063576714,205,0,0,205
063576715,350,0,0,350
063576801,444,0,0,444
063576802,414,0,0,414
063576803,251,0,0,251
063576804,194,0,0,194
063576805,195,0,0,195
063576806,279,0,0,279
063576807,291,0,0,291
063576808,265,0,0,265
063576809,274,0,0,274
063576810,336,0,0,336
063576901,249,0,0,249
063576902,263,0,0,263
063576903,199,0,0,199
063576904,276,0,0,276
063576905,245,0,0,245
063576906,299,0,0,299
063576907,379,0,0,379
063576908,296,0,0,296
063576909,291,0,0,291
063576910,313,0,0,313
063576911,214,0,0,214
063577001,274,0,0,274
063577002,349,0,0,349
063577003,506,0,0,506
063577004,464,0,0,464
063577005,232,0,0,232
063577006,273,0,0,273
063577007,407,0,0,407
063577008,398,0,0,398
063577009,239,0,0,239
063577010,217,0,0,217
063577011,241,0,0,241
063577012,205,0,0,205
063577013,270,0,0,270
063577014,292,0,0,292
063577101,244,0,0,244
063577102,299,0,0,299
063577103,437,0,0,437
063577104,424,0,0,424
063577105,292,0,0,292
063577106,392,0,0,392
063577107,321,0,0,321
063577108,456,0,0,456
063577109,464,0,0,464
063577110,282,0,0,282
063577111,401,0,0,401
063577201,299,0,0,299
063577202,314,0,0,314
063577203,236,0,0,236
063577204,332,0,0,332
063577205,354,0,0,354
063577206,316,0,0,316
063577207,343,0,0,343
063577208,219,0,0,219
063577209,401,0,0,401
063577210,444,0,0,444
063577211,378,0,0,378
063577301,96,0,0,96
063577302,448,0,0,448
063577303,17,0,0,17
063577304,67,0,0,67
063577305,404,0,0,404
063577306,378,0,0,378
063577307,95,0,0,95
063577308,164,0,0,164
063577309,186,0,0,186
063577310,5,0,0,5
063577311,200,0,0,200
063577312,160,0,0,160
063577401,465,0,0,465
063577402,336,0,0,336
063577403,256,0,0,256
063577404,296,0,0,296
063577405,247,0,0,247
063577406,422,0,0,422
063577407,269,0,0,269
063577408,321,0,0,321
063577409,244,0,0,244
063577410,230,0,0,230
063577411,200,0,0,200
063577412,250,0,0,250
063577413,358,0,0,358
063577414,437,0,0,437
063577415,280,0,0,280
063577416,251,0,0,251
063577417,309,0,0,309
063577418,278,0,0,278
063577501,365,0,0,365
063577502,296,0,0,296
063577503,217,0,0,217
063577504,239,0,0,239
063577505,278,0,0,278
063577506,310,0,0,310
063577507,356,0,0,356
063577508,301,0,0,301
063577509,244,0,0,244
063577510,190,0,0,190
063577511,264,0,0,264
063577512,272,0,0,272
063577513,264,0,0,264
063577514,201,0,0,201
063577515,167,0,0,167
